,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4587,Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,7,0.94,1.175,1.175,0.9987499999999998,583,0.7875,"Bargo, Wollondilly Shire Council, 2574, New South Wales, Australia",-34.29749595,150.58777034444444
4588,Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,1,1.04,1.04,1.04,0.884,583,0.7875,"Swan Hill, Rural City of Swan Hill, 3585, Victoria, Australia",-35.353719632499995,143.5097834575
4589,Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,3,0.81,0.81,0.81,0.81,583,0.7875,"Wangaratta, Rural City of Wangaratta, 3677, Victoria, Australia",-36.3591371125,146.31805914583333
4590,Raynard,,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,6,0.93,0.93,0.93,0.93,587,0.78625,"Crestmead, Greater Brisbane, 4132, Queensland, Australia",-27.68320443333333,153.08401531666667
4591,Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,8,0.59,0.7374999999999999,0.921875,0.921875,587,0.78625,"Bowen Hills, Greater Brisbane, 4006, Queensland, Australia",-27.449916644863652,153.03332443003362
4592,Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,8,0.58,0.58,0.725,0.725,587,0.78625,"Woodstock, Shoalhaven City Council, 2539, New South Wales, Australia",-35.36664987368421,150.43751686842106
4593,Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,7,1.08,1.35,1.35,1.35,590,0.7835937499999999,"Sydenham, Melbourne, City of Brimbank, 3037, Victoria, Australia",-37.70326017148241,144.76548927575377
4594,Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,6,0.68,0.68,0.68,0.5780000000000001,591,0.782,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787
4595,Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,591,0.782,"Sunshine North, Melbourne, City of Brimbank, 3020, Victoria, Australia",-37.77344925478153,144.83174973136852
4596,Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,5,0.81,0.81,1.0125,0.8606250000000001,591,0.782,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372
4597,Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,8,0.7,0.7,0.7,0.595,594,0.78125,"Agnes Banks, Sydney, Hawkesbury City Council, 2753, New South Wales, Australia",-33.61822681967213,150.69809667213116
4598,Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,3,0.86,1.075,1.075,1.075,595,0.775625,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715
4599,Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,8,0.76,0.95,0.95,0.8075,595,0.775625,"Maribyrnong, Melbourne, City of Maribyrnong, 3032, Victoria, Australia",-37.780825547619045,144.89784450861677
4600,Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,,Mass Customer,N,Yes,9,5,0.78,0.975,0.975,0.8287500000000001,595,0.775625,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763
4601,Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,11,0.86,0.86,1.075,1.075,595,0.775625,"Cherrybrook, Sydney, The Council of the Shire of Hornsby, 2126, New South Wales, Australia",-33.7238626,151.04350812727273
4602,Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,11,1.08,1.08,1.35,1.35,599,0.775,"Epping, Sydney, City of Parramatta Council, 2121, New South Wales, Australia",-33.77118336666667,151.0786623090909
4603,Esther,McOnie,Female,59,1939-05-26,Legal Assistant,,Mass Customer,N,No,14,12,1.05,1.05,1.3125,1.115625,599,0.775,"Freshwater, Sydney, Northern Beaches Council, 2096, New South Wales, Australia",-33.779066310344824,151.2864063724138
4604,Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,9,0.69,0.8624999999999999,1.078125,1.078125,599,0.775,"Collaroy Plateau, Sydney, Northern Beaches Council, 2097, New South Wales, Australia",-33.73380277511423,151.29467232619555
4605,Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,11,0.86,1.075,1.34375,1.34375,602,0.7735,"Mona Vale, Sydney, Northern Beaches Council, 2103, New South Wales, Australia",-33.67643403214286,151.30186185714285
4606,Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,7,0.73,0.9125,0.9125,0.775625,603,0.7703125,"Runcorn, Greater Brisbane, 4113, Queensland, Australia",-27.58916037014265,153.08333514435716
4607,Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,7,1.04,1.3,1.625,1.625,604,0.765,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946
4608,Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,10,0.68,0.8500000000000001,1.0625,1.0625,604,0.765,"Box Hill North, Melbourne, City of Whitehorse, 3129, Victoria, Australia",-37.80384922,145.12261628
4609,Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,9,0.98,0.98,1.225,1.225,606,0.7649999999999999,"Quakers Hill, Sydney, Blacktown City Council, 2763, New South Wales, Australia",-33.728338093333335,150.89744122888888
4610,Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8,0.54,0.675,0.84375,0.7171875,606,0.7649999999999999,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264
4611,Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,6,1.02,1.275,1.275,1.08375,606,0.7649999999999999,"Orange, Orange City Council, 2800, New South Wales, Australia",-33.281913390831555,149.09423819488273
4612,Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,8,1.08,1.35,1.35,1.1475,609,0.7625,"Lynwood, Ballina Shire Council, 2477, New South Wales, Australia",-28.873338689473684,153.43931420263158
4613,Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,8,0.55,0.6875,0.859375,0.73046875,609,0.7625,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716
4614,Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,7,0.81,0.81,0.81,0.81,609,0.7625,"Capalaba, Greater Brisbane, Redland City, 4157, Queensland, Australia",-27.5560788494709,153.19887834656083
4615,Agna,Cowpe,Female,88,1969-03-05,,Property,Mass Customer,N,Yes,7,3,0.51,0.6375,0.796875,0.67734375,612,0.7570312499999999,"Logan Central, Greater Brisbane, 4114, Queensland, Australia",-27.63826988030303,153.10812500454546
4616,Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,8,0.79,0.9875,0.9875,0.9875,612,0.7570312499999999,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975
4617,Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,8,1.09,1.3625,1.3625,1.158125,612,0.7570312499999999,"Emerald, Melbourne, Shire of Cardinia, 3782, Victoria, Australia",-37.92030834736842,145.46457411842104
4618,Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,9,0.98,0.98,1.225,1.04125,615,0.7565,"Bonnyrigg, Sydney, Fairfield City Council, 2177, New South Wales, Australia",-33.89012879032258,150.8931213935484
4619,Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,12,1.01,1.2625,1.578125,1.34140625,615,0.7565,"Lindfield, Sydney, Ku-ring-gai Council, 2070, New South Wales, Australia",-33.773671494736845,151.17196347368423
4620,Mariette,,Female,47,1956-07-05,Programmer II,Property,Affluent Customer,N,Yes,17,11,0.59,0.7374999999999999,0.921875,0.921875,617,0.7543749999999999,"Petersham, Inner West, Sydney, Inner West Council, 2049, New South Wales, Australia",-33.89312818455285,151.1504603695122
4621,Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,7,0.84,0.84,0.84,0.714,617,0.7543749999999999,"Newport, Greater Brisbane, City of Moreton Bay, 4020, Queensland, Australia",-27.206699204074074,153.10386322703704
4622,Nanni,Girodias,Female,61,1959-01-08,,Retail,High Net Worth,N,No,16,9,0.92,0.92,1.15,1.15,617,0.7543749999999999,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536
4623,Delcina,Hursey,Female,22,1968-12-26,,Financial Services,Mass Customer,N,Yes,7,4,0.55,0.6875,0.6875,0.584375,620,0.75,"Crestmead, Greater Brisbane, 4132, Queensland, Australia",-27.68320443333333,153.08401531666667
4624,Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,2,0.62,0.775,0.96875,0.8234374999999999,620,0.75,"Clarence Valley Council, 2460, New South Wales, Australia",-29.709466293913042,152.8346721204348
4625,Kellyann,Adshad,Female,62,1940-06-07,,,Mass Customer,N,Yes,22,9,1.05,1.3125,1.640625,1.39453125,620,0.75,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536
4626,Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,7,1.03,1.2875,1.2875,1.094375,620,0.75,"Chermside, Greater Brisbane, 4032, Queensland, Australia",-27.385142892626035,153.02307237778405
4627,Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9,0.88,0.88,1.1,0.935,620,0.75,"Strathpine, Greater Brisbane, City of Moreton Bay, 4500, Queensland, Australia",-27.303854159375,152.97218043984375
4628,Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,9,0.62,0.775,0.96875,0.96875,625,0.748,"Shailer Park, Greater Brisbane, 4128, Queensland, Australia",-27.65381387746479,153.176264743662
4629,Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,9,0.65,0.8125,1.015625,1.015625,626,0.74375,"Lalor Park, Sydney, Blacktown City Council, 2147, New South Wales, Australia",-33.764241076595745,150.93524201063832
4630,Marissa,O'Scandall,Female,17,1973-07-13,,,Affluent Customer,N,Yes,7,7,0.87,1.0875,1.0875,1.0875,626,0.74375,"Frankston, Melbourne, City of Frankston, 3199, Victoria, Australia",-38.1543768975976,145.13190886516517
4631,Terrel,Keynd,Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,9,7,0.84,0.84,0.84,0.714,626,0.74375,"Palm Beach, Gold Coast City, 4221, Queensland, Australia",-28.122921646644294,153.46923910184566
4632,Augie,Swallwell,Male,42,1939-08-22,,Property,Affluent Customer,N,Yes,13,2,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,626,0.74375,"Moree, Moree Plains Shire Council, 2400, New South Wales, Australia",-29.399581019512194,149.51542686463415
4633,Dillon,Bannister,Male,7,1945-12-24,Tax Accountant,,Mass Customer,N,No,11,9,0.57,0.57,0.7124999999999999,0.6056249999999999,626,0.74375,"Cammeray, Lower North Shore, Sydney, North Sydney Council, 2062, New South Wales, Australia",-33.826300698689955,151.21155139825328
4634,Osbourn,Gherardini,Male,43,1987-05-01,,,High Net Worth,N,Yes,16,7,0.4,0.5,0.5,0.5,626,0.74375,"Wentworth Falls, Sydney, Blue Mountains City Council, 2782, New South Wales, Australia",-33.709632090909096,150.36836537272728
4635,Lissa,Gawn,Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,N,Yes,17,5,0.84,1.05,1.3125,1.115625,632,0.74,"Kallangur, Greater Brisbane, City of Moreton Bay, 4503, Queensland, Australia",-27.251773314004375,153.0004684323851
4636,Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,8,0.77,0.9625,0.9625,0.818125,632,0.74,"Dandenong South, Melbourne, City of Greater Dandenong, 3175, Victoria, Australia",-38.01204633839663,145.19833800843884
4637,Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,6,0.54,0.54,0.675,0.57375,634,0.7394999999999999,"Mount Warren Park, Greater Brisbane, 4207, Queensland, Australia",-27.72339298857143,153.19512631652015
4638,Shellysheldon,Bichard,Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,5,0.56,0.7000000000000001,0.8750000000000001,0.74375,634,0.7394999999999999,"Kallangur, Greater Brisbane, City of Moreton Bay, 4503, Queensland, Australia",-27.251773314004375,153.0004684323851
4639,Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,1,0.58,0.58,0.58,0.58,634,0.7394999999999999,"Wodonga, City of Wodonga, 3690, Victoria, Australia",-36.13700631022639,146.87306006393442
4640,Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,10,0.94,0.94,1.175,1.175,637,0.7374999999999999,"Bass Hill, Sydney, Canterbury-Bankstown Council, 2197, New South Wales, Australia",-33.89988482,150.99503156
4641,Andree,Breeds,Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,6,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,637,0.7374999999999999,"Wantirna South, Melbourne, City of Knox, 3152, Victoria, Australia",-37.8685622346357,145.231173572286
4642,Kata,Harrop,Female,70,1950-05-04,,Retail,Affluent Customer,N,Yes,13,10,0.54,0.675,0.84375,0.84375,637,0.7374999999999999,"Punchbowl, Sydney, Canterbury-Bankstown Council, 2196, New South Wales, Australia",-33.928074623582354,151.0524694880738
4643,Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,8,0.62,0.62,0.62,0.62,637,0.7374999999999999,"Armadale, Melbourne, City of Stonnington, 3143, Victoria, Australia",-37.85486418157895,145.01920474342106
4644,Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,,High Net Worth,N,No,8,7,0.6,0.6,0.75,0.75,641,0.7343749999999999,"Spring Hill, Greater Brisbane, 4000, Queensland, Australia",-27.461657079441338,153.02183757061454
4645,Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,8,0.93,0.93,0.93,0.7905,642,0.7331249999999999,"Figtree, Wollongong City Council, 2525, New South Wales, Australia",-34.43205866428571,150.8528935357143
4646,Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,3,0.69,0.69,0.69,0.69,643,0.731,"Crestmead, Greater Brisbane, 4132, Queensland, Australia",-27.68320443333333,153.08401531666667
4647,Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,11,1.08,1.08,1.35,1.1475,644,0.73046875,"Five Dock, Inner West, Sydney, City of Canada Bay Council, 2046, New South Wales, Australia",-33.86407893225806,151.12736497096773
4648,Madella,Marquiss,Female,51,1976-10-08,VP Marketing,,Affluent Customer,N,No,18,8,0.79,0.79,0.79,0.79,644,0.73046875,"Dandenong South, Melbourne, City of Greater Dandenong, 3175, Victoria, Australia",-38.01204633839663,145.19833800843884
4649,Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,8,0.61,0.7625,0.7625,0.7625,646,0.73,"Eschol Park, Sydney, Campbelltown City Council, 2558, New South Wales, Australia",-34.02996241,150.80651107
4650,Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,9,0.87,1.0875,1.359375,1.359375,646,0.73,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975
4651,Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,9,0.9,0.9,1.125,0.95625,648,0.725,"Sydney Olympic Park, Sydney, City of Parramatta Council, 2127, New South Wales, Australia",-33.83500813975903,151.07104011084337
4652,Sindee,Jasik,Female,18,1942-10-21,Social Worker,Health,Mass Customer,N,Yes,15,9,0.42,0.525,0.65625,0.5578124999999999,648,0.725,"Lutwyche, Greater Brisbane, 4030, Queensland, Australia",-27.42478328094412,153.03540165046243
4653,Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,5,0.67,0.8375,0.8375,0.8375,648,0.725,"Lynwood, Ballina Shire Council, 2477, New South Wales, Australia",-28.873338689473684,153.43931420263158
4654,Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,,Mass Customer,N,No,5,8,0.98,0.98,0.98,0.833,651,0.7225,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264
4655,Israel,Brough,Male,29,1976-10-29,,,Mass Customer,N,Yes,8,7,0.93,1.1625,1.1625,0.988125,651,0.7225,"Lake Macquarie City Council, 2281, New South Wales, Australia",-33.10596604347826,151.63335041304347
4656,Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,9,0.96,1.2,1.5,1.275,653,0.7187500000000001,"Rowville, Melbourne, City of Knox, 3178, Victoria, Australia",-37.92128425541271,145.24935871601704
4657,Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,5,0.65,0.8125,1.015625,0.86328125,653,0.7187500000000001,"Hampton Park, Melbourne, City of Casey, 3976, Victoria, Australia",-38.03613503333333,145.26577442222222
4658,Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,12,1.03,1.2875,1.609375,1.609375,655,0.7171875,"Bundoora, Melbourne, City of Banyule, 3083, Victoria, Australia",-37.70094743605442,145.06699083571428
4659,Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,12,0.62,0.775,0.96875,0.8234374999999999,655,0.7171875,"Drummoyne, Sydney, City of Canada Bay Council, 2047, New South Wales, Australia",-33.852294909523806,151.15245562857143
4660,Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,6,0.78,0.975,0.975,0.975,657,0.714,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946
4661,Margette,Gibard,Female,34,1942-07-06,,Manufacturing,Affluent Customer,N,Yes,9,7,0.5,0.625,0.625,0.625,658,0.7124999999999999,"Potts Point, Sydney, Council of the City of Sydney, 2011, New South Wales, Australia",-33.87250017339449,151.22473030458715
4662,Nicol,Bertot,Female,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,5,0.44,0.55,0.55,0.55,658,0.7124999999999999,"Fawkner, Melbourne, City of Merri-bek, 3060, Victoria, Australia",-37.70012518,144.96774705
4663,Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,3,1.09,1.09,1.09,0.9265,658,0.7124999999999999,"Longwarry, Shire of Baw Baw, 3816, Victoria, Australia",-38.10418615,145.7656174
4664,Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,11,1.06,1.06,1.325,1.325,658,0.7124999999999999,"Glen Waverley, Melbourne, City of Monash, 3150, Victoria, Australia",-37.89000875807606,145.17197610686728
