,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude,years_since_1st_DOB
4567,Padriac,Collacombe,Male,67,Software Consultant,Health,Affluent Customer,N,No,13,10,0.57,0.57,0.7124999999999999,0.7124999999999999,563,0.8075,"Cremorne, Sydney, North Sydney Council, 2090, New South Wales, Australia",-33.83030669,151.22585685,31.6249144421629
4568,Olive,Mozzi,Female,87,Account Representative IV,Retail,Affluent Customer,N,Yes,20,9,0.85,1.0625,1.328125,1.328125,563,0.8075,"Narellan, Sydney, Camden Council, 2567, New South Wales, Australia",-34.04271035185185,150.74377934074076,19.871321013004792
4569,Benedict,Rosas,Male,73,Actuary,Financial Services,High Net Worth,N,Yes,15,6,0.92,1.15,1.15,1.15,563,0.8075,"Granville, Sydney, Cumberland City Council, 2142, New South Wales, Australia",-33.83015407352941,151.0137041617647,20.26009582477755
4570,Virginia,De Antoni,Female,17,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,10,0.61,0.7625,0.953125,0.953125,563,0.8075,"Vaucluse, Sydney, Woollahra Municipal Council, 2030, New South Wales, Australia",-33.8650878,151.278239725,28.56125941136208
4571,Nicolas,O'Donnell,Male,40,Internal Auditor,unknown,Mass Customer,N,Yes,14,7,0.83,1.0375,1.0375,0.8818749999999999,568,0.8,"Doveton, Melbourne, City of Casey, 3177, Victoria, Australia",-37.987645779242,145.23997983685675,51.09377138945928
4572,Oswald,MacCarlich,Male,81,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,1,0.78,0.78,0.975,0.8287500000000001,568,0.8,"Blackwater, Central Highlands Regional, 4717, Queensland, Australia",-23.5790454,148.886176825,56.257357973990416
4573,Ailyn,Howgate,Female,66,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,7,0.92,1.15,1.15,0.9775,568,0.8,"Springbrook, Gold Coast City, 4213, Queensland, Australia",-28.16922742037037,153.28815292330245,66.09993155373031
4574,Karol,Salthouse,Female,53,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,568,0.8,"Cobbitty, Camden Council, 2570, New South Wales, Australia",-34.01362313045977,150.7177027270115,32.936344969199176
4575,Esdras,Birchett,Male,81,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,9,0.87,1.0875,1.359375,1.15546875,568,0.8,"Ourimbah, Central Coast Council, 2258, New South Wales, Australia",-33.349844529268296,151.37162832926828,15.299110198494182
4576,Wilfrid,Gertray,Male,1,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,8,0.47,0.47,0.47,0.3995,568,0.8,"Eastern Creek, Sydney, Blacktown City Council, 2766, New South Wales, Australia",-33.78605284736842,150.8475956157895,7.003422313483915
4577,Charmain,Styles,Female,49,Programmer Analyst I,Property,High Net Worth,N,Yes,18,7,0.78,0.975,0.975,0.975,574,0.7989999999999999,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372,29.51403148528405
4578,Harlene,Nono,U,69,Human Resources Manager,IT,Mass Customer,N,No,12,7,0.76,0.76,0.76,0.646,575,0.796875,"Liverpool, Sydney, Liverpool City Council, 2170, New South Wales, Australia",-33.93054862666666,150.91071889757575,36.5886379192334
4579,Kirsteni,Gritskov,Female,66,unknown,unknown,Mass Customer,N,No,4,7,0.58,0.58,0.58,0.4929999999999999,575,0.796875,"Bradbury, Sydney, Campbelltown City Council, 2560, New South Wales, Australia",-34.0904010264,150.80978945680002,62.72142368240931
4580,Bobby,Summersby,Male,90,Sales Associate,Financial Services,Affluent Customer,N,No,7,2,0.8,0.8,1.0,1.0,575,0.796875,"Lake Wendouree, Ballarat, City of Ballarat, 3350, Victoria, Australia",-37.551475919091175,143.83133114550017,8.180698151950718
4581,Shepherd,Dutchburn,Male,33,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,9,0.97,1.2125,1.515625,1.515625,575,0.796875,"Merrylands, Sydney, Cumberland City Council, 2160, New South Wales, Australia",-33.832454518823525,150.9796508117647,40.97467488021903
4582,Berenice,Kaesmakers,Female,64,Sales Representative,Retail,Mass Customer,N,No,11,9,1.1,1.1,1.375,1.16875,575,0.796875,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152,59.148528405201915
4583,Jesse,Crosio,Male,75,Data Coordiator,unknown,Mass Customer,N,Yes,13,8,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,575,0.796875,"Vermont South, Melbourne, City of Whitehorse, 3133, Victoria, Australia",-37.85862752942503,145.18368073483654,58.64750171115674
4584,Cordi,Thornton,Female,47,Structural Engineer,Telecommunications,Mass Customer,N,No,11,10,0.89,0.89,1.1125,0.945625,575,0.796875,"Double Bay, Eastern Suburbs, Sydney, Woollahra Municipal Council, 2028, New South Wales, Australia",-33.87798224770318,151.24312996819788,37.37166324435318
4585,Debbie,Tillman,Female,3,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,8,0.97,1.2125,1.2125,1.2125,582,0.79,"Little Mountain, Sunshine Coast Regional, 4551, Queensland, Australia",-26.779705366836737,153.10097442210883,54.87200547570158
4586,Judie,Pirkis,Female,2,Recruiter,unknown,Affluent Customer,N,Yes,4,11,0.45,0.5625,0.703125,0.703125,583,0.7875,"Gladesville, Sydney, Council of the City of Ryde, 2111, New South Wales, Australia",-33.834665338461534,151.13145686538462,59.90417522245038
4587,Flin,Yoskowitz,Male,9,Registered Nurse,Health,Mass Customer,N,Yes,11,7,0.94,1.175,1.175,0.9987499999999998,583,0.7875,"Bargo, Wollondilly Shire Council, 2574, New South Wales, Australia",-34.29749595,150.58777034444444,60.32032854209446
4588,Noel,Sturch,Female,26,Environmental Specialist,Health,Mass Customer,N,No,10,1,1.04,1.04,1.04,0.884,583,0.7875,"Swan Hill, Rural City of Swan Hill, 3585, Victoria, Australia",-35.353719632499995,143.5097834575,16.18343600273785
4589,Letizia,Poore,Female,27,Web Developer II,Manufacturing,Affluent Customer,N,No,15,3,0.81,0.81,0.81,0.81,583,0.7875,"Wangaratta, Rural City of Wangaratta, 3677, Victoria, Australia",-36.3591371125,146.31805914583333,3.02258726899384
4590,Raynard,,Male,32,Statistician III,Health,Affluent Customer,N,No,14,6,0.93,0.93,0.93,0.93,587,0.78625,"Crestmead, Greater Brisbane, 4132, Queensland, Australia",-27.68320443333333,153.08401531666667,60.643394934976044
4591,Kiley,Grunder,Male,95,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,8,0.59,0.7374999999999999,0.921875,0.921875,587,0.78625,"Bowen Hills, Greater Brisbane, 4006, Queensland, Australia",-27.449916644863652,153.03332443003362,58.652977412731005
4592,Ethelred,Sissel,Male,83,Programmer Analyst IV,Health,High Net Worth,N,No,18,8,0.58,0.58,0.725,0.725,587,0.78625,"Woodstock, Shoalhaven City Council, 2539, New South Wales, Australia",-35.36664987368421,150.43751686842106,39.3429158110883
4593,Dena,Pabst,Female,39,Account Executive,Manufacturing,High Net Worth,N,Yes,17,7,1.08,1.35,1.35,1.35,590,0.7835937499999999,"Sydenham, Melbourne, City of Brimbank, 3037, Victoria, Australia",-37.70326017148241,144.76548927575377,51.66050650239562
4594,Wyndham,Woolford,Male,1,Engineer IV,Manufacturing,Mass Customer,N,No,10,6,0.68,0.68,0.68,0.5780000000000001,591,0.782,"Cranbourne West, Melbourne, City of Casey, 3977, Victoria, Australia",-38.09794173882979,145.26580881329787,44.167008898015055
4595,Rochette,Haddacks,Female,44,Tax Accountant,Retail,Affluent Customer,N,Yes,13,8,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,591,0.782,"Sunshine North, Melbourne, City of Brimbank, 3020, Victoria, Australia",-37.77344925478153,144.83174973136852,60.71731690622861
4596,Jamal,Dudgeon,Male,83,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,5,0.81,0.81,1.0125,0.8606250000000001,591,0.782,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372,29.470225872689937
4597,Levin,Coxen,Male,13,Accountant I,Property,Mass Customer,N,No,20,8,0.7,0.7,0.7,0.595,594,0.78125,"Agnes Banks, Sydney, Hawkesbury City Council, 2753, New South Wales, Australia",-33.61822681967213,150.69809667213116,20.16700889801506
4598,Marinna,Kauschke,Female,21,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,3,0.86,1.075,1.075,1.075,595,0.775625,"Noble Park, Melbourne, City of Greater Dandenong, 3174, Victoria, Australia",-37.97490964761904,145.17940894285715,37.56331279945243
4599,Kyle,Michie,Female,6,Nurse Practicioner,unknown,Mass Customer,N,Yes,10,8,0.76,0.95,0.95,0.8075,595,0.775625,"Maribyrnong, Melbourne, City of Maribyrnong, 3032, Victoria, Australia",-37.780825547619045,144.89784450861677,22.90759753593429
4600,Lanie,Cobbold,Male,57,Senior Sales Associate,unknown,Mass Customer,N,Yes,9,5,0.78,0.975,0.975,0.8287500000000001,595,0.775625,"East Maitland, Newcastle-Maitland, Maitland City Council, 2323, New South Wales, Australia",-32.78429626352941,151.56835419411763,43.35934291581109
4601,Gilbert,O'Fallone,Male,29,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,11,0.86,0.86,1.075,1.075,595,0.775625,"Cherrybrook, Sydney, The Council of the Shire of Hornsby, 2126, New South Wales, Australia",-33.7238626,151.04350812727273,59.21149897330596
4602,Gerianne,Kaysor,U,15,Project Manager,IT,Affluent Customer,N,No,5,11,1.08,1.08,1.35,1.35,599,0.775,"Epping, Sydney, City of Parramatta Council, 2121, New South Wales, Australia",-33.77118336666667,151.0786623090909,36.5886379192334
4603,Esther,McOnie,Female,59,Legal Assistant,unknown,Mass Customer,N,No,14,12,1.05,1.05,1.3125,1.115625,599,0.775,"Freshwater, Sydney, Northern Beaches Council, 2096, New South Wales, Australia",-33.779066310344824,151.2864063724138,3.759069130732375
4604,Chaim,Kingdon,Male,63,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,9,0.69,0.8624999999999999,1.078125,1.078125,599,0.775,"Collaroy Plateau, Sydney, Northern Beaches Council, 2097, New South Wales, Australia",-33.73380277511423,151.29467232619555,60.41615331964408
4605,Anson,Dearnaly,Male,68,Data Coordiator,Health,Affluent Customer,N,Yes,11,11,0.86,1.075,1.34375,1.34375,602,0.7735,"Mona Vale, Sydney, Northern Beaches Council, 2103, New South Wales, Australia",-33.67643403214286,151.30186185714285,61.85352498288843
4606,Caitrin,Critten,Female,45,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,7,0.73,0.9125,0.9125,0.775625,603,0.7703125,"Runcorn, Greater Brisbane, 4113, Queensland, Australia",-27.58916037014265,153.08333514435716,37.440109514031484
4607,Garreth,Minett,Male,93,Physical Therapy Assistant,unknown,Affluent Customer,N,Yes,10,7,1.04,1.3,1.625,1.625,604,0.765,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946,25.752224503764545
4608,Rozamond,Sommer,Female,27,Operator,IT,Affluent Customer,N,Yes,12,10,0.68,0.8500000000000001,1.0625,1.0625,604,0.765,"Box Hill North, Melbourne, City of Whitehorse, 3129, Victoria, Australia",-37.80384922,145.12261628,31.077344284736483
4609,Annabell,Downer,Female,33,Budget/Accounting Analyst II,unknown,Affluent Customer,N,No,20,9,0.98,0.98,1.225,1.225,606,0.7649999999999999,"Quakers Hill, Sydney, Blacktown City Council, 2763, New South Wales, Australia",-33.728338093333335,150.89744122888888,20.26009582477755
4610,Maximilian,Geffen,Male,96,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8,0.54,0.675,0.84375,0.7171875,606,0.7649999999999999,"Penrith, Sydney, Penrith City Council, 2750, New South Wales, Australia",-33.754322410849056,150.67893582712264,19.890485968514717
4611,Ajay,Worham,Female,80,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,6,1.02,1.275,1.275,1.08375,606,0.7649999999999999,"Orange, Orange City Council, 2800, New South Wales, Australia",-33.281913390831555,149.09423819488273,44.106776180698155
4612,Jamison,Cashin,Male,70,VP Product Management,Health,Mass Customer,N,Yes,5,8,1.08,1.35,1.35,1.1475,609,0.7625,"Lynwood, Ballina Shire Council, 2477, New South Wales, Australia",-28.873338689473684,153.43931420263158,34.74058863791923
4613,Dorian,Emery,Female,94,Professor,Manufacturing,Mass Customer,N,Yes,9,8,0.55,0.6875,0.859375,0.73046875,609,0.7625,"Busby, Sydney, Liverpool City Council, 2168, New South Wales, Australia",-33.91353901428571,150.87780079285716,63.006160164271044
4614,Nicol,Swinford,Male,65,VP Marketing,Property,High Net Worth,N,No,16,7,0.81,0.81,0.81,0.81,609,0.7625,"Capalaba, Greater Brisbane, Redland City, 4157, Queensland, Australia",-27.5560788494709,153.19887834656083,41.295003422313485
4615,Agna,Cowpe,Female,88,unknown,Property,Mass Customer,N,Yes,7,3,0.51,0.6375,0.796875,0.67734375,612,0.7570312499999999,"Logan Central, Greater Brisbane, 4114, Queensland, Australia",-27.63826988030303,153.10812500454546,33.53593429158111
4616,Nev,Prosh,Male,29,Environmental Tech,Health,Affluent Customer,N,Yes,17,8,0.79,0.9875,0.9875,0.9875,612,0.7570312499999999,"Blacktown, Sydney, Blacktown City Council, 2148, New South Wales, Australia",-33.77459230737705,150.9030975,14.710472279260781
4617,Lucius,Hatchell,Male,37,Media Manager II,Retail,Mass Customer,N,Yes,14,8,1.09,1.3625,1.3625,1.158125,612,0.7570312499999999,"Emerald, Melbourne, Shire of Cardinia, 3782, Victoria, Australia",-37.92030834736842,145.46457411842104,15.572895277207392
4618,Francisca,Pottage,Female,63,Software Engineer II,IT,Mass Customer,N,No,8,9,0.98,0.98,1.225,1.04125,615,0.7565,"Bonnyrigg, Sydney, Fairfield City Council, 2177, New South Wales, Australia",-33.89012879032258,150.8931213935484,21.801505817932924
4619,Farlie,Brookz,Male,62,Administrative Assistant I,Health,Mass Customer,N,Yes,6,12,1.01,1.2625,1.578125,1.34140625,615,0.7565,"Lindfield, Sydney, Ku-ring-gai Council, 2070, New South Wales, Australia",-33.773671494736845,151.17196347368423,27.939767282683093
4620,Mariette,,Female,47,Programmer II,Property,Affluent Customer,N,Yes,17,11,0.59,0.7374999999999999,0.921875,0.921875,617,0.7543749999999999,"Petersham, Inner West, Sydney, Inner West Council, 2049, New South Wales, Australia",-33.89312818455285,151.1504603695122,20.870636550308006
4621,Beverlee,Ungerechts,Female,49,Civil Engineer,Manufacturing,Mass Customer,N,No,8,7,0.84,0.84,0.84,0.714,617,0.7543749999999999,"Newport, Greater Brisbane, City of Moreton Bay, 4020, Queensland, Australia",-27.206699204074074,153.10386322703704,38.116358658453116
4622,Nanni,Girodias,Female,61,unknown,Retail,High Net Worth,N,No,16,9,0.92,0.92,1.15,1.15,617,0.7543749999999999,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536,23.381245722108144
4623,Delcina,Hursey,Female,22,unknown,Financial Services,Mass Customer,N,Yes,7,4,0.55,0.6875,0.6875,0.584375,620,0.75,"Crestmead, Greater Brisbane, 4132, Queensland, Australia",-27.68320443333333,153.08401531666667,33.347022587268995
4624,Lek,Pimblett,Male,88,Product Engineer,Financial Services,Mass Customer,N,Yes,6,2,0.62,0.775,0.96875,0.8234374999999999,620,0.75,"Clarence Valley Council, 2460, New South Wales, Australia",-29.709466293913042,152.8346721204348,20.10403832991102
4625,Kellyann,Adshad,Female,62,unknown,unknown,Mass Customer,N,Yes,22,9,1.05,1.3125,1.640625,1.39453125,620,0.75,"Guildford, Sydney, Cumberland City Council, 2161, New South Wales, Australia",-33.856233314634146,150.98416113658536,4.7939767282683095
4626,Ewell,Paulusch,Male,31,Engineer I,Manufacturing,Mass Customer,N,Yes,8,7,1.03,1.2875,1.2875,1.094375,620,0.75,"Chermside, Greater Brisbane, 4032, Queensland, Australia",-27.385142892626035,153.02307237778405,62.40109514031485
4627,Madison,Lars,Male,11,Health Coach III,Health,Mass Customer,N,No,19,9,0.88,0.88,1.1,0.935,620,0.75,"Strathpine, Greater Brisbane, City of Moreton Bay, 4500, Queensland, Australia",-27.303854159375,152.97218043984375,31.411362080766597
4628,Ardis,Taree,Female,97,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,9,0.62,0.775,0.96875,0.96875,625,0.748,"Shailer Park, Greater Brisbane, 4128, Queensland, Australia",-27.65381387746479,153.176264743662,24.640657084188913
4629,Wheeler,Godsil,Male,51,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,9,0.65,0.8125,1.015625,1.015625,626,0.74375,"Lalor Park, Sydney, Blacktown City Council, 2147, New South Wales, Australia",-33.764241076595745,150.93524201063832,58.0807665982204
4630,Marissa,O'Scandall,Female,17,unknown,unknown,Affluent Customer,N,Yes,7,7,0.87,1.0875,1.0875,1.0875,626,0.74375,"Frankston, Melbourne, City of Frankston, 3199, Victoria, Australia",-38.1543768975976,145.13190886516517,37.89185489390828
4631,Terrel,Keynd,Male,30,Junior Executive,Manufacturing,Mass Customer,N,No,9,7,0.84,0.84,0.84,0.714,626,0.74375,"Palm Beach, Gold Coast City, 4221, Queensland, Australia",-28.122921646644294,153.46923910184566,25.661875427789184
4632,Augie,Swallwell,Male,42,unknown,Property,Affluent Customer,N,Yes,13,2,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,626,0.74375,"Moree, Moree Plains Shire Council, 2400, New South Wales, Australia",-29.399581019512194,149.51542686463415,4.0
4633,Dillon,Bannister,Male,7,Tax Accountant,unknown,Mass Customer,N,No,11,9,0.57,0.57,0.7124999999999999,0.6056249999999999,626,0.74375,"Cammeray, Lower North Shore, Sydney, North Sydney Council, 2062, New South Wales, Australia",-33.826300698689955,151.21155139825328,10.340862422997947
4634,Osbourn,Gherardini,Male,43,unknown,unknown,High Net Worth,N,Yes,16,7,0.4,0.5,0.5,0.5,626,0.74375,"Wentworth Falls, Sydney, Blue Mountains City Council, 2782, New South Wales, Australia",-33.709632090909096,150.36836537272728,51.690622861054074
4635,Lissa,Gawn,Female,86,Legal Assistant,Health,Mass Customer,N,Yes,17,5,0.84,1.05,1.3125,1.115625,632,0.74,"Kallangur, Greater Brisbane, City of Moreton Bay, 4503, Queensland, Australia",-27.251773314004375,153.0004684323851,27.082819986310746
4636,Leisha,McConway,Female,3,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,8,0.77,0.9625,0.9625,0.818125,632,0.74,"Dandenong South, Melbourne, City of Greater Dandenong, 3175, Victoria, Australia",-38.01204633839663,145.19833800843884,40.19164955509925
4637,Kearney,Cuddehy,Male,88,Marketing Assistant,Retail,Mass Customer,N,No,12,6,0.54,0.54,0.675,0.57375,634,0.7394999999999999,"Mount Warren Park, Greater Brisbane, 4207, Queensland, Australia",-27.72339298857143,153.19512631652015,61.738535249828885
4638,Shellysheldon,Bichard,Male,96,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,5,0.56,0.7000000000000001,0.8750000000000001,0.74375,634,0.7394999999999999,"Kallangur, Greater Brisbane, City of Moreton Bay, 4503, Queensland, Australia",-27.251773314004375,153.0004684323851,18.376454483230663
